,song_name,song_lyrics
158,What Goes On,"What Goes On Lyrics[Chorus]
What goes on in your heart?
What goes on in your mind?
You are tearin' me apart
When you treat me so unkind
What goes on in your mind?

[Verse 1]
The other day I saw you as I walked along the road
But when I saw him with you, I could feel my future fold
It's so easy for a girl like you to lie
Tell me why

[Chorus]
What goes on in your heart?
What goes on in your mind?
You are tearin' me apart
When you treat me so unkind
What goes on in your mind?

[Verse 2]
I met you in the morning waiting for the tides of time
But now the tide is turning, I can see that I was blind
It's so easy for a girl like you to lie
Tell me why
What goes on in your heart?
[Instrumental Break]

[Verse 3]
I used to think of no one else but you were just the same
You didn't even think of me as someone with a name
Did you mean to break my heart and watch me die?
Tell me why

[Chorus]
What goes on in your heart?
What goes on in your mind?
You are tearing me apart
When you treat me so unkind
What goes on in your mind?5Embed"
159,Please Mister Postman,"Please Mister Postman Lyrics[Intro]
(Wait!)
Oh yes, wait a minute, Mister Postman
(Wait!)
Wait, Mister Postman

[Chorus 1]
(Mister Postman, look and see)
Oh yeah!
(Is there a letter in your bag for me)
Please, please, Mister Postman
(I've been waiting a long, long time)
Oh yeah!
(Since I heard from that girl of mine)

[Verse 1]
There must be some word someday
From my girlfriend so far away
Please, Mister Postman look and see
If there's a letter, a letter for me
I've been standing here waiting, Mister Postman
So patiently
For just a card or just a letter
Saying she's returning home to me
[Chorus 2]
Please, Mister Postman!
(Mister Postman, look and see)
Oh yeah!
(Is there a letter in your bag for me)
Please, please, Mister Postman
(I've been waiting a long, long time)
Oh yeah!
(Since I heard from that girl of mine)

[Verse 2]
So many days you passed me by
See the tear standing in my eye
You didn't stop to make me feel better
By leaving me a card or a letter

[Chorus 3]
Mister Postman!
(Mister Postman, look and see)
Look and see
If there's a letter, oh yeah, for me
(Is there a letter in your bag for me)
I've been waiting such a long time
(I've been waiting a long, long time)
Since I heard from that girlfriend of mine
(Since I heard from that girl of mine)
[Outro]
You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah, you got to
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)

Check it and see
One more time for me

You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Mister Postman
(Wait a minute, wait a minute)
Oh yeah
(Mister Postman)
Deliver the letter, the sooner the better

You gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah!
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Ooh! (Oh yeah!) You gotta
(Mister Postman)
Wait a minute, wait a minute
(Wait a minute, wait a minute)
Oh yeah
(Mister Postman)

Gotta wait a minute, wait a minute
(Wait a minute, wait a minute)
Aah! (Oh yeah!) You gotta
Wait, wait a minute
(Oh yeah, ooh!)3Embed"
160,While My Guitar Gently Weeps (Anthology 3 Version),"While My Guitar Gently Weeps (Anthology 3 Version) Lyrics[Verse 1]
I look at you all, see the love there that's sleeping
While my guitar gently weeps
I look at the floor and I see it needs sweeping
Still my guitar gently weeps

[Verse 2]
I don't know why nobody told you
How to unfold your love
I don't know how someone controlled you
They bought and sold you

[Verse 3]
I look at the world and I notice it's turning
While my guitar gently weeps
With every mistake we must surely be learning
Still my guitar gently weeps

[Verse 4]
I don't know how you were diverted
You were perverted too
I don't know how
You were inverted
No one alerted you
[Verse 5]
I look from the wings at the play you are staging
While my guitar gently weeps
As I’m sitting here, doing nothing but aging
Still my guitar gently weepsEmbed"
161,Roll Over Beethoven,"Roll Over Beethoven Lyrics[Verse 1: George Harrison]
Well, gonna write a little letter
Gonna mail it to my local DJ
It's a rocking little record
I want my jockey to play
Roll over Beethoven
Gotta hear it again today

[Verse 2: George Harrison]
You know my temperature's rising
And the jukebox blows a fuse
My heart's beating rhythm
And my soul keeps singing the blues
Roll over Beethoven
And tell Tchaikovsky the news

[Verse 3: George Harrison]
I've got a rocking pneumonia
I need a shot of rhythm and blues (Woo)
I think I caught off the writer
Sitting down by the rhythm revue
Roll over Beethoven
Rocking in two by two
[Verse 4: George Harrison]
Well if you feel it and like it
Well get your lover and reel and rock it
Roll it over and move on up
Just a trifle further and reel and rock it
Roll it over
Roll over Beethoven
Rocking in two by two (Woo)

[Guitar Solo: George Harrison]

[Verse 5: George Harrison]
Well early in the morning
I'm a-giving you the warning
Don't you step on my blue suede shoes
Hey diddle diddle
I'll play my fiddle
Ain't got nothing to lose
Roll over Beethoven
And tell Tchaikovsky the news

[Verse 6: George Harrison]
You know she wiggles like a glow worm
Dance like a spinning top
She's got a crazy partner
Oughta see 'em reel and rock
As long as she got a dime
The music will never stop
[Outro: George Harrison]
Roll over Beethoven
Roll over Beethoven
Roll over Beethoven
Roll over Beethoven
Roll over Beethoven
Dig to these rhythm and blues4Embed"
162,A Taste of Honey,"A Taste of Honey Lyrics[Intro]
A taste of honey!
Tasting much sweeter than wine

[Verse 1]
I dream of your first kiss, and then
I feel upon my lips again

[Chorus]
A taste of honey (A taste of honey)
Tasting much sweeter than wine

[Bridge]
I will return, yes I will return
I'll come back for the honey and you

[Verse 2]
Yours was the kiss that awoke my heart
There lingers still, though we're far apart

[Chorus]
A taste of honey (A taste of honey)
Tasting much sweeter than wine
[Bridge]
I will return, yes I will return
I'll come back (He'll come back) for the honey (For the honey) and you4Embed"
163,Wild Honey Pie,"Wild Honey Pie Lyrics[Chorus]
Honey pie
Honey pie

[Chorus]
Honey pie
Honey pie

[Chorus]
Honey pie
Honey pie
Honey pie
Honey pie

[Outro]
I love you, honey pie2Embed"
164,Rock and Roll Music,"Rock and Roll Music Lyrics[Chorus]
Just let me hear some of that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me

[Verse 1]
I've got no kick against modern jazz
Unless they try to play it too darn fast
And lose the beauty of the melody
Until they sound just like a symphony

[Chorus]
That's why I go for that that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me
[Verse 2]
I took my loved one over across the tracks
So she can hear my man a wailin' sax
I must admit they have a rocking band
Man, they were blowing like a hurricane

[Chorus]
That's why I go for that rock and roll music
Any old way you choose it
It's got a back beat, you can't lose it
Any old time you use it
It's got to be rock and roll music
If you want to dance with me
If you want to dance with me

[Verse 3]
Way down South they had a jubilee
Them Georgia folks they had a jamboree
They're drinking home brew from a wooden cup
The folks dancing there are all shook up

[Chorus]
And started playing that rock and roll music
Any old time you use it
It's got a back beat, you can't lose it
Any old time you use it
Got to be rock and roll music
If you want to dance with me
If you want to dance with me
[Verse 4]
Don't care to hear them play a tango
And in the mood they take a mambo
It's way to early for a congo
So keep a rocking that piano

[Chorus]
That's why I go for that rock and roll music
Any old time you use it
It's got a back beat, you can't lose it
Any old time you use it
Oh, you got rock 'n roll music
If you want to dance with me
If you want to dance with me1Embed"
165,Act Naturally,"Act Naturally Lyrics[Verse 1]
They're gonna put me in the movies
They're gonna make a big star out of me
We'll make a film about a man that's sad and lonely
And all I gotta do is act naturally

[Chorus]
Well I'll bet you I'm gonna be a big star
Might win an Oscar, you can never tell
The movies gonna make me a big star
'Cause I can play the part so well

[Verse 2]
Well I hope you'll come and see me in the movies
Then I know that you will plainly see
The biggest fool that ever hit the big time
And all I gotta do is act naturally

[Verse 3]
We'll make the scene about a man that's sad and lonely
And begging down upon his bended knee
I'll play the part and I won't need rehearsing
All I have to do is act naturally
[Chorus]
Well I'll bet you I'm gonna be a big star
Might win an Oscar, you can never tell
The movies gonna make me a big star
'Cause I can play the part so well

[Verse 2]
Well I hope you'll come and see me in the movies
Then I know that you will plainly see
The biggest fool that ever hit the big time
And all I gotta do is act naturally4Embed"
166,Boys,"Boys Lyrics[Verse 1]
I been told when a boy kiss a girl
Take a trip around the world
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop)
Yeah, she say you do (Bop shuop)

[Verse 2]
My girl says when I kiss her lips
Gets a thrill through her fingertips
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop)
Yeah, she say you do (Bop shuop)

[Chorus]
Well, I talk about boys (Yeah, yeah, boys)
Don't ya know I mean boys? (Yeah, yeah, boys)
Well, I talk about boys, now (Yeah, yeah, boys)
Aaah, boys (Yeah, yeah, boys)
Well, I talk about boys, now (Yeah, yeah, boys)
What a bundle of joy! (Yeah, yeah, boys)
Alright, George!
[Guitar Solo]

[Verse 2]
My girl says when I kiss her lips
Gets a thrill through her fingertips
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop, m'bop bop shuop)
Hey, hey (Bop shuop)
Yeah, she say you do (Bop shuop)

[Chorus]
Well, I talk about boys (Yeah, yeah, boys)
Don't ya know I mean boys? (Yeah, yeah, boys)
Well, I talk about boys, now (Yeah, yeah, boys)
Aaah, boys (Yeah, yeah, boys)
Well, I talk about boys, now (Yeah, yeah, boys)
What a bundle of joy! (Yeah, yeah, boys)

[Outro]
Oh, oh, ah yeah boys (Yeah, yeah, boys)
Don't ya know I mean boys? (Yeah, yeah, boys)
Ooh, boys (Yeah, yeah, boys)
Ah ha (Yeah, yeah, boys)
Well, I talk about boys now (Yeah, yeah, boys)3Embed"
167,I’m Happy Just to Dance with You,"I’m Happy Just to Dance with You Lyrics[Intro]
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me
[Verse 1]
I don't want to kiss or hold your hand
If it's funny try and understand
There is really nothing else I'd rather do
'Cause I'm happy just to dance with you

[Verse 2]
I don't need to hug or hold you tight
I just want to dance with you all night
In this world there's nothing I would rather do
'Cause I'm happy just to dance with you

[Bridge]
Just to dance with you
Is everything I need
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me
[Verse 3]
If somebody tries to take my place
Let's pretend we just can't see his face
In this world there's nothing I would rather do
'Cause I'm happy just to dance with you

[Bridge]
Just to dance with you
Is everything I need
Before this dance is through
I think I'll love you too
I'm so happy when you dance with me

[Verse 3]
If somebody tries to take my place
Let's pretend we just can't see his face
In this world there's nothing I would rather do
I've discovered I'm in love with you
'Cause I'm happy just to dance with you2Embed"
168,You Can’t Do That,"You Can’t Do That Lyrics[Verse 1]
I got something to say that might cause you pain
If I catch you talking to that boy again
I’m going to let you down
And leave you flat
Because I told you before
Oh, you can’t do that

[Verse 2]
Well, it’s the second time I’ve caught you talking to him
Do I have to tell you one more time, I think it’s a sin
I think I'll let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that

[Bridge]
Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You talking that way
They'd laugh in my face
[Verse 3]
So please listen to me if you want to stay mine
I can’t help my feelings, I go out of my mind
I'm going to let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that!

[Guitar Solo]
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)
(You can't do that)

[Bridge]
Everybody's green
'Cause I'm the one who won your love
But if they'd seen
You talking that way
They'd laugh in my face

[Verse 4]
So please listen to me if you want to stay mine
I can’t help my feelings, I go out of my mind
I'm going to let you down (Let you down)
And leave you flat (Going to let you down and leave you flat)
Because I told you before
Oh, you can’t do that!1Embed"
169,Things We Said Today,"Things We Said Today Lyrics[Intro]

[Verse 1]
You say you will love me
If I have to go
You'll be thinkin' of me
Somehow I will know
Someday when I'm lonely
Wishing you weren't so far away
Then I will remember
Things we said today

[Verse 2]
You say you'll be mine, girl
Till the end of time
These days such a kind girl
Seems so hard to find
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said today
[Bridge]
Me, I'm just the lucky kind
Love to hear you say that love is love
And, though we may be blind
Love is here to stay and that's enough

[Verse 3]
To make you mine, girl
Be the only one
Love me all the time, girl
We'll go on and on
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said today

[Bridge]
Me, I'm just the lucky kind
Love to hear you say that love is love
And, though we may be blind
Love is here to stay and that's enough

[Verse 3]
To make you mine, girl
Be the only one
Love me all the time, girl
We'll go on and on
Someday when we're dreaming
Deep in love, not a lot to say
Then we will remember
Things we said todayEmbed"
170,It Won’t Be Long,"It Won’t Be Long Lyrics[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Verse 1]
Every night when everybody has fun
Here am I sitting all on my own

[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Bridge]
Since you left me, I'm so alone
Now you're coming, you're coming on home
I'll be good like I know I should
You're coming home, you're coming home

[Verse 2]
Every night the tears come down from my eyes
Every day I've done nothing but cry
[Chorus]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah, yeah
It won't be long yeah, till I belong to you

[Bridge]
Since you left me, I'm so alone
Now you're coming, you're coming on home
I'll be good like I know I should
You're coming home, you're coming home

[Verse 3]
So every day we'll be happy I know
Now I know that you won't leave me no more

[Chorus/Outro]
It won't be long yeah, yeah, yeah
It won't be long yeah, yeah
It won't be long yeah, till I belong to you2Embed"
171,Ask Me Why,"Ask Me Why Lyrics[Verse 1]
I love you, 'cause you tell me things I want to know
And it's true that it really only goes to show
That I know that I—I, I, I
Should never, never, never be blue

[Verse 2]
Now you're mine, my happiness still makes me cry
And in time, you'll understand the reason why
If I cry, it's not because I'm sad
But you're the only love that I've ever had

[Bridge]
I can't believe it's happened to me
I can't conceive of any more—misery

[Chorus]
Ask me why, I'll say I love you
And I'm always thinking of you

[Verse 3]
I love you, 'cause you tell me things I want to know
And it's true that it really only goes to show
That I know that I—I, I, I
Should never, never, never be blue
[Chorus]
Ask me why, I'll say I love you
And I'm always thinking of you

[Bridge]
I can't believe it's happened to me
I can't conceive of any more—misery

[Outro]
Ask me why, I'll say I love you
And I'm always thinking of you
You
You3Embed"
172,You’re Going to Lose That Girl,"You’re Going to Lose That Girl Lyrics[Chorus]
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)

[Verse 1]
If you don't take her out tonight
She's gonna change her mind (She's gonna change her mind)
And I will take her out tonight
And I will treat her kind (I'm gonna treat her kind)

[Chorus]
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)

[Verse 2]
If you don't treat her right, my friend
You're gonna find her gone, (You're gonna find her gone)
'Cause I will treat her right, and then
You'll be the lonely one (You're not the only one)

[Chorus]
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna loo... (Yes, yes, you're gonna lose that girl)
[Bridge]
I'll make a point
Of taking her away from you
(Watch what you do)
Yeah
The way you treat her
What else can I do?

[Guitar solo]
(You're gonna lose that girl)
(You're gonna lose that girl)

[Chorus]
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna loo... (Yes, yes, you're gonna lose that girl)

[Bridge]
I'll make a point
Of taking her away from you
(Watch what you do)
Yeah
The way you treat her
What else can I do?

[Verse 3]
If you don't take her out tonight
She's gonna change her mind (She's gonna change her mind)
And I will take her out tonight
And I will treat her kind (I'm gonna treat her kind)
[Chorus]
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)
You're gonna lose that girl (Yes, yes, you're gonna lose that girl)3Embed"
173,Flying,
174,The Night Before,"The Night Before Lyrics[Verse 1]
We said our goodbyes (Ah, the night before)
Love was in your eyes (Ah, the night before)
Now, today, I find you have changed your mind
Treat me like you did the night before

[Verse 2]
Were you telling lies? (Ah, the night before?)
Was I so unwise? (Ah, the night before?)
When I held you near, you were so sincere
Treat me like you did the night before

[Bridge]
Last night is a night I will remember you by
When I think of things we did, it makes me wanna cry

[Verse 3]
We said our goodbye (Ah, the night before)
Love was in your eyes (Ah, the night before)
Now, today, I find you have changed your mind
Treat me like you did the night before
(Yes)
[Guitar solo]

[Refrain]
When I held you near, you were so sincere
Treat me like you did the night before

[Bridge]
Last night is a night I will remember you by
When I think of things we did, it makes me wanna cry

[Verse 4]
Were you telling lies? (Ah, the night before)
Was I so unwise? (Ah, the night before)
When I held you near, you were so sincere
Treat me like you did the night before
Like the night before6Embed"
175,There’s a Place,"There’s a Place Lyrics[Verse 1]
There—
There's a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone

[Verse 2]
I think of you
And things you do
Go round my head
The things you said
Like ""I love only you""

[Bridge]
In my mind there's no sorrow
Don't you know that it's so
There'll be no sad tomorrow
Don't you know that it's so
[Verse 3]
There is a place
Where I can go
When I feel low
When I feel blue
And it's my mind
And there's no time when I'm alone

[Outro]
There's a place
There's a place
There's a place
There's a place4Embed"
176,I’ll Be Back,"I’ll Be Back Lyrics[Verse 1]
You know if you break my heart I'll go
But I'll be back again
'Cause I told you once before goodbye
But I came back again

[Bridge 1]
I love you so
I'm the one who wants you
Yes, I'm the one who wants you
Oh ho, oh ho, oh

[Verse 2]
You could find better things to do
Than to break my heart again
This time, I will try to show that I'm
Not trying to pretend

[Bridge 2]
I thought that you would realise
That if I ran away from you
That you would want me, too
But I got a big surprise
Oh ho, oh ho, oh
[Verse 3]
You could find better things to do
Than to break my heart again
This time I will try to show that I'm
Not trying to pretend

[Bridge 3]
I wanna go
But I hate to leave you
You know I hate to leave you
Oh ho, oh ho, oh

[Outro]
You, if you break my heart I'll go
But I'll be back again4Embed"
177,Only a Northern Song,"Only a Northern Song Lyrics[Verse 1]
If you're listening to this song
You may think the chords are going wrong
But they're not
We just wrote it like that

[Verse 2]
When you're listening late at night
You may think the band are not quite right
But they are
They just play it like that

[Chorus 1]
It doesn't really matter what chords I play
What words I say or time of day it is
As it's only a Northern song

[Instrumental Break]

[Chorus 2]
It doesn't really matter what clothes I wear
Or how I fare or if my hair is brown
When it's only a Northern song
[Verse 3]
If you think the harmony
Is a little dark and out of key
You're correct
There's nobody there
And I told you there's no one thereEmbed"
178,Don’t Bother Me,"Don’t Bother Me Lyrics[Verse 1]
Since she's been gone
I want no one to talk to me
It's not the same, but I'm to blame, it's plain to see
So go away, leave me alone
Don't bother me

[Verse 2]
I can't believe that she would leave me on my own
It's just not right, when every night I'm all alone
I've got no time for you right now
Don't bother me

[Bridge]
I know I'll never be the same
If I don't get her back again
Because I know she'll always be
The only girl for me

[Verse 3]
But till she's here
Please, don't come near, just stay away
I'll let you know when she's come home until that day
Don't come around, leave me alone
Don't bother me
[Guitar Solo]

[Refrain]
I've got no time for you right now
Don't bother me

[Bridge]
I know I'll never be the same
If I don't get her back again
Because I know she'll always be
The only girl for me

[Verse 3]
But till she's here
Please, don't come near, just stay away
I'll let you know when she's come home until that day
Don't come around, leave me alone
Don't bother me

[Outro]
Don't bother me
Don't bother me
Don't bother me
Don't bother me
Don't-2Embed"
179,Chains,"Chains Lyrics[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, these chains of love got a hold on me, yeah
Chains, well I can't break away from these chains
Can't run around, 'cause I'm not free
Whoa, oh, these chains of love won't let me be, yeah

[Verse 1]
I wanna tell you, pretty baby
I think you're fine
I'd like to love you
But, darlin', I'm imprisoned by these

[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, oh, these chains of love got a hold on me, yeah

[Verse 2]
Please believe me when I tell you
Your lips are sweet
I'd like to kiss them
But I can't break away from all of these
[Chorus]
Chains, my baby's got me locked up in chains
And they ain't the kind that you can see
Whoa, oh, these chains of love got a hold on me, yeah

[Outro]
Chains, chains of love
Chains of love
Chains of love2Embed"
180,All I’ve Got to Do,"All I’ve Got to Do Lyrics[Verse 1]
Whenever I want you around, yeah
All I got to do
Is call you on the phone
And you'll come running home
Yeah, that's all I got to do

[Verse 2]
And when I, I want to kiss you, yeah
All I got to do
Is whisper in your ear
The words you long to hear
And I'll be kissin' you

[Bridge]
And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just got to call on me, yeah
You just got to call on me
[Verse 2]
And when I, I want to kiss you, yeah
All I got to do
Is call you on the phone
And you'll come runnin' home
Yeah, that's all I got to do

[Bridge]
And the same goes for me
Whenever you want me at all
I'll be here, yes, I will
Whenever you call
You just got to call on me, yeah
You just got to call on me6Embed"
181,Tell Me Why,"Tell Me Why Lyrics[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me

[Verse 1]
Well I gave you everything I had
But you left me sitting on my own
Did you have to treat me, oh, so bad
All I do is hang my head and moan

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me

[Verse 2]
If there's something I have said or done
Tell me what and I'll apologize
If you don't, I really can't go on
Holding back these tears in my eyes

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me
[Verse 3]
Well I beg you on my bended knees
If you'll only listen to my pleas
Is there anything I can do
'Cause I really can't stand it, I'm so in love with you

[Chorus]
Tell me why you cried, and why you lied to me
Tell me why you cried, and why you lied to me3Embed"
182,Money (That’s What I Want),"Money (That’s What I Want) Lyrics[Verse 1]
The best things in life are free
But you can keep 'em for the birds and bees

[Chorus]
Now, give me money (That's what I want)
That's what I want (That's what I want)
That's what I want, yeah (That's what I want)
That's what I want

[Verse 2]
Your lovin' gives me a thrill
But your lovin' don't pay my bills

[Chorus]
Now, give me money (That's what I want)
That's what I want (That's what I want)
That's what I want, oh yeah (That's what I want)
That's what I want

[Verse 3]
Money don't get everything, it's true
What it don't get, I can't use
[Chorus]
Now, give me money (That's what I want)
That's what I want (That's what I want)
That's what I want, yeah (That's what I want)
That's what I want, whoa

[Verse 3]
Money don't get everything, it's true
What it don't get, I can't use

[Chorus]
Now, give me money (That's what I want)
That's what I want (That's what I want)
That's what I want, yeah (That's what I want)
That's what I want

[Outro]
Well, now, give me money (That's what I want)
Whole lot of money (That's what I want)
Wow, yeah, I wanna be free (That's what I want)
Oh, a lot of money (That's what I want)
That's what I want, yeah (That's what I want)
That's what I want
Well, now, give me money (That's what I want)
Whole lot of money (That's what I want)
Wow, yeah, you know I need money (That's what I want)
Oh, now, give me money (That's what I want)
That's what I want, yeah (That's what I want)
That's what I want1Embed"
183,Baby’s in Black,"Baby’s in Black Lyrics[Chorus]
Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?

[Verse 1]
She thinks of him
And so she dresses in black
And though he'll never come back
She's dressed in black

[Chorus]
Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?

[Verse 2]
I think of her
But she thinks only of him
And though it's only a whim
She thinks of him
[Bridge]
Oh how long will it take
Till she sees the mistake she has made?

[Chorus]
Dear what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?

[Guitar Solo]

[Bridge]
Oh how long will it take
Till she sees the mistake she has made?

[Chorus]
Dear what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?

[Verse 1]
She thinks of him
And so she dresses in black
And though he'll never come back
She's dressed in black
[Chorus]
Oh dear, what can I do?
Baby's in black and I'm feeling blue
Tell me, oh what can I do?2Embed"
184,Hold Me Tight,"Hold Me Tight Lyrics[Verse 1]
It feels so right now, hold me tight
Tell me I'm the only one, and then I might
Never be the lonely one
So hold (hold), me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you, you, you, you

[Verse 2]
Hold me tight
Let me go on loving you
Tonight, tonight
Making love to only you
So hold (hold), me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you, you, you

[Bridge]
You don't know
What it means to hold you tight
Being here alone tonight with you
It feels so right
[Verse 1]
Now hold me tight
Tell me I'm the only one
And then I might
Never be the lonely one
So hold (hold), me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you, you, you

[Bridge]
You don't know
What it means to hold you tight
Being here alone tonight with you
It feels so right

[Verse 2]
Now hold me tight
Let me go on loving you
Tonight tonight
Making love to only you
So hold (hold), me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you, you, you, you, ooh-ooh, ooh-ooh
Oo-ooh, ooh-ooh
You, ooh-oohEmbed"
185,Devil in Her Heart,"Devil in Her Heart Lyrics[Chorus]
(She's got the devil in her heart)
But her eyes, they tantalize
(She's going to tear your heart apart)
Oh, her lips, they really thrill me

[Verse 1]
I'll take my chances, for romance is
So important to me
She'll never hurt me, she won't desert me
She's an angel sent to me

[Chorus]
(She's got the devil in her heart)
No, no, this I can't believe
(She's going to tear your heart apart)
No, no, nay will she deceive

[Verse 2]
I can't believe that she'll ever, ever go
Not when she hugs me and says she loves me so
She'll never hurt me, she won't desert me
Listen, can't you see?
[Chorus]
(She's got the devil in her heart)
Oh, no, no, no, this I can't believe
(She's going to tear your heart apart)
No, no, nay will she deceive

[Verse 3]
Don't take chances if your romance is
So important to you
She'll never hurt me, she won't desert me
She's an angel sent to me

[Chorus]
(She's got the devil in her heart)
No, no, no, no, this I can't believe
(She's going to tear your heart apart)
No, no, nay will she deceive

[Outro]
(She's got the devil in her heart)
'Cause she's an angel sent to me
(She's got the devil in her heart)
No, she's an angel sent to me3Embed"
186,Words of Love,"Words of Love Lyrics[Verse 1]
Hold me close and tell me how you feel
Tell me love is real

[Verse 2]
Words of love you whisper soft and true
Darling, I love you

[Instrumental Verses]

[Verse 3]
Let me hear you say the words I long to hear
Darling, when you're near

[Verse 2]
Words of love you whisper soft and true
Darling, I love you6Embed"
187,Besame Mucho,"Besame Mucho Lyrics[Verse]
Cha-cha-boom!
Besame besame mucho
Each time I bring you a kiss
I hear music divine
So besame besame mucho
I love you forever
Say that you'll always be mine

[Pre-Chorus]
Cha-cha-boom!
Dearest one, if you should leave me
Then each little dream will take wings
And my life would be through
Oh besame besame mucho
Ooh I love you forever
You make all my dreams come true

[Chorus]
Ooh this joy is something new
My arms they're holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering, ""It's you I adore""
[Pre-Chorus]
Cha-cha-boom!
Dearest one, if you should leave me
Then each little dream will take wings
And my life would be through
Oh besame besame mucho
Ooh I love you forever
You make all my dreams come true

[Chorus]
Oh this joy is something new
My arms they're holding you
I never knew this thrill before
Who ever thought I'd be
Holding you close to me
Whispering, ""It's you I adore""

[Pre-Chorus]
Oh so dearest one, if you should leave me
Then each little dream will take wings
And my life would be through
Oh so besame besame mucho
I love you forever
Make all my dreams come true
Ooh love you for ever
Make all my dreams come true
Ooh love you for ever
Make all my dreams come true1Embed"
188,The Inner Light,"The Inner Light Lyrics[Verse]
Without going out of my door
I can know all things on Earth
Without looking out of my window
I could know the ways of Heaven
The farther one travels
The less one knows
The less one really knows

[Verse]
Without going out of your door
You can know all things on Earth
Without looking out of your window
You could know the ways of Heaven
The farther one travels
The less one knows
The less one really knows

[Outro]
Arrive without travelling
See all without looking
Do all without doingEmbed"
